item_id,original_name,released,category,candidate,reason,original_description
xcl_family_ho_oh_beasts_16,Suicune Beam,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Suicune. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_ho_oh_beasts_17,Suicune Card,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Suicune. When kept in the bag, it reveals the number of items laying on the ground whenever the Pokémon reaches a new floor."
xcl_family_ho_oh_beasts_18,Sacred Collar,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Raikou, Entei, and Suicune. When kept in the bag, the Pokémon's regular attacks change to match its type."
xcl_family_honedge_00,Aegislash Mantle,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Aegislash family. When kept in the bag, the Pokémon's Normal-type moves are boosted."
xcl_family_honedge_01,Doublade Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Doublade family. When kept in the bag, the Pokémon gains the Retaliate status after using a Status move."
xcl_family_honedge_02,Honedge Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Honedge family. When kept in the bag, the Pokémon will do increased damage if its previous move missed."
xcl_family_honedge_03,Honedge Beam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Honedge family. When kept in the bag, moves used on the Pokémon are more intensely affected by type match-ups."
xcl_family_hoopa_00,Hoopa Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Hoopa. When kept in the bag, it warps the attackers away when the Pokémon is hit with a Dark-type move."
xcl_family_hoopa_01,Hoopa Ring,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Hoopa. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_hoopa_02,Hoopa Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Hoopa. When kept in the bag, the Pokémon will more easily dodge attacks if its previous move missed."
xcl_family_hoopa_03,Hoopa Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Hoopa. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_hoothoot_00,Noctowl Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Noctowl family. When kept in the bag, the Pokémon's Psychic-type moves are boosted."
xcl_family_hoothoot_01,Noctowl Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Noctowl family. When kept in the bag, the Pokemon's moves and items that hit in a straight line will pass through walls."
xcl_family_hoothoot_02,Hoothoot Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Hoothoot family. When kept in the bag, the Pokémon gets an extra 2PP to all of its moves."
xcl_family_hoothoot_03,Hoothoot Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Hoothoot family. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Asleep status."
xcl_family_hoppip_00,Cotton Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jumpluff family. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Sunny status."
xcl_family_hoppip_01,Skiploom Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Skiploom family. When kept in the bag, the Pokémon is protected from weather damage."
xcl_family_hoppip_02,Hoppip Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Hoppip family. When kept in the bag, the Pokémon's regular attack will hit the front and sides."
xcl_family_hoppip_03,Hoppip Leaf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Hoppip family. When kept in the bag, the Pokémon cannot have its Speed lowered."
xcl_family_hoppip_04,Hoppip Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Hoppip family. When kept in the bag, the Pokémon is more likely to evade attacks from close up."
xcl_family_hoppip_05,Skiploom Dust,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Skiploom family. 
xcl_family_horsea_00,Tornado Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kingdra family. When kept in the bag, the Pokémon's Status moves inflict the Whirlpool status."
xcl_family_horsea_01,Swirl Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Seadra family. When kept in the bag, items thrown by the Pokémon will spread out like a fan."
xcl_family_horsea_02,Horsea Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Horsea family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_horsea_03,Horsea Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Horsea family. When kept in the bag, moves used on the Pokémon are more intensely affected by type match-ups."
xcl_family_houndour_00,Pit Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Houndoom family. When kept in the bag, the Pokémon's Fire-type moves inflict the Heal Block status."
xcl_family_houndour_01,Houndoom Collar,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Houndoom family. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_houndour_02,Houndour Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Houndour family. When kept in the bag, it reveals the number of items laying on the ground whenever the Pokémon reaches a new floor."
xcl_family_houndour_03,Houndour Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Houndour family. When kept in the bag, the Pokémon's moves are more intensely affected by type match-ups."
xcl_family_houndour_04,Houndour Jaw,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Houndour family. 
xcl_family_impidimp_00,Grimmsnarl Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Grimmsnarl family. When kept in the bag, the Pokémon's Dark-type moves inflict the Taunted status."
xcl_family_impidimp_01,Morgrem Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Morgrem family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_impidimp_02,Impidimp Drool,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Impidimp family. When kept in the bag, it reveals the number of items laying on the ground whenever the Pokémon reaches a new floor."
xcl_family_impidimp_03,Impidimp Gasp,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Impidimp family. When kept in the bag, the Pokémon will do increased damage if its previous move missed."
xcl_family_impidimp_04,Impidimp Ring,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Impidimp family. When kept in the bag, the Pokémon is more likely to evade attacks from far away."
xcl_family_indeedee_00,Indeedee Apron,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Indeedee. When kept in the bag, the Pokémon's Special moves may increase the user's Accuracy."
xcl_family_indeedee_01,Indeedee Ring,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Indeedee. When kept in the bag, the Pokémon's stat-changing moves are spread to allies."
xcl_family_indeedee_02,Indeedee Horn,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Indeedee. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_indeedee_03,Indeedee Hair,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Indeedee. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_iron_bundle_00,Freezing Bundle,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Iron Bundle. When kept in the bag, the Pokémon's Water-type moves have a chance to inflict the Frozen status."
xcl_family_iron_bundle_01,Bundle Guard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Iron Bundle. When kept in the bag, the Pokémon becomes immune to the Poisoned status."
xcl_family_iron_bundle_02,Bundle Beak,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Iron Bundle. When kept in the bag, the Pokémon's Flying-type moves are changed to become Special."
xcl_family_iron_bundle_03,Bundle Scope,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Iron Bundle. When kept in the bag, items thrown by the Pokémon will pierce through enemies."
xcl_family_jangmo_o_00,Kommo-o Cape,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kommo-o family. When kept in the bag, the Pokémon's Steel-type moves are boosted."
xcl_family_jangmo_o_01,Hakamo-o Shard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Hakamo-o family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_jangmo_o_02,Jangmo-o Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jangmo-o family. When kept in the bag, the Pokémon's regular attack cannot miss."
xcl_family_jangmo_o_03,Jangmo-o Horn,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jangmo-o family. When kept in the bag, the Pokémon becomes extremely likely to avoid Fairy-type attacks."
xcl_family_jangmo_o_04,Jangmo-o Guard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jangmo-o family. When kept in the bag, the Pokémon will counter damage from regular attacks and thrown items."
xcl_family_jigglypuff_00,Friend Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wigglytuff family. When kept in the bag, it prevents the Pokémon from fainting to Steel-type moves, leaving it with 1 HP."
xcl_family_jigglypuff_01,Snooze Ring,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jigglypuff family. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Asleep status."
xcl_family_jigglypuff_02,Igglybuff Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Igglybuff family. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_jigglypuff_03,Igglybuff Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Igglybuff family. When kept in the bag, the Pokémon will be able to move when asleep."
xcl_family_jigglypuff_04,Bouncy Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Igglybuff family. When kept in the bag, the Pokémon cannot damage allies with its moves."
xcl_family_jigglypuff_05,Slumber Rock,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jigglypuff family. When kept in the bag, the Pokémon will find more Hidden Stairs when exploring in dungeons."
xcl_family_jirachi_00,Wish Mantle,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Jirachi. When kept in the bag, it partially reveals the floor's layout the Pokémon reaches a new floor."
xcl_family_jirachi_01,Jirachi Tiara,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Jirachi. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_jirachi_02,Wish Shard,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Jirachi. When kept in the bag, it reveals the number of items laying on the ground whenever the Pokémon reaches a new floor."
xcl_family_jirachi_03,Wish Dust,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Jirachi. When kept in the bag, it reveals the direction of the staircase whenever the Pokémon reaches a new floor."
xcl_family_jirachi_04,Wish Tag,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Jirachi. When kept in the bag, it changes the Pokémon's lunging moves into two weaker strikes."
xcl_family_jynx_00,Ruin Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jynx family. When kept in the bag, it warps the attackers away when the Pokémon is hit with a Normal-type move."
xcl_family_jynx_01,Jynx Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Jynx family. When kept in the bag, the effects of wands will spread out like a fan when waved by the Pokémon."
xcl_family_jynx_02,Smoochum Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Smoochum family. When kept in the bag, the Pokémon takes reduced damage from multiple attacks in a turn."
xcl_family_jynx_03,Smoochum Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Smoochum family. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Frozen status."
xcl_family_jynx_04,Kiss Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Smoochum family. When kept in the bag, it reveals the direction of the staircase whenever the Pokémon reaches a new floor."
xcl_family_jynx_05,Frozen Ore,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Jynx family. 
xcl_family_kabuto_00,Kabutops Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kabutops family. When kept in the bag, it warps the attackers away when the Pokémon is hit with a Electric-type move."
xcl_family_kabuto_01,Kabutops Blade,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kabutops family. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_kabuto_02,Kabuto Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kabuto family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_kabuto_03,Kabuto Foam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kabuto family. When kept in the bag, items thrown by the Pokémon will pierce through enemies."
xcl_family_kangaskhan_00,Kangaskhan Apron,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kangaskhan. When kept in the bag, the Pokémon will gradually restore the HP of its allies when its own HP is full."
xcl_family_kangaskhan_01,Kangaskhan Armlet,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kangaskhan. When kept in the bag, the Pokémon is more likely to evade attacks from far away."
xcl_family_kangaskhan_02,Kangaskhan Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kangaskhan. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_kangaskhan_03,Kangaskhan Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kangaskhan. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_kangaskhan_04,Kangaskhan Brooch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kangaskhan. When kept in the bag, the Pokémon will take reduced damage from explosions and splash damage."
xcl_family_kangaskhan_05,Kangaskhan Seal,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for Kangaskhan. 
xcl_family_kartana_00,Ultra Blade,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kartana. When kept in the bag, the Pokémon's Fighting-type moves are boosted."
xcl_family_kartana_01,Kartana Tag,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kartana. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_kartana_02,Kartana Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kartana. When kept in the bag, it allows the Pokémon's regular attack to strike twice."
xcl_family_kartana_03,Kartana Shoot,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kartana. When kept in the bag, it raises the critical-hit ratio of super-effective hits."
xcl_family_kecleon_00,Kecleon Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kecleon. When kept in the bag, the Pokémon cannot damage allies with its moves."
xcl_family_kecleon_01,Kecleon Belt,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kecleon. When kept in the bag, the Pokémon's regular attacks change to match its type."
xcl_family_kecleon_02,Kecleon Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kecleon. When kept in the bag, it raises the critical-hit ratio of not-very-effective hits."
xcl_family_kecleon_03,Kecleon Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kecleon. When kept in the bag, it reveals the number of items laying on the ground whenever the Pokémon reaches a new floor."
xcl_family_kecleon_04,Kecleon Seal,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kecleon. When kept in the bag, the Pokémon will counter damage from regular attacks and thrown items."
xcl_family_kecleon_05,Kecleon Coin,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kecleon. When kept in the bag, the Pokémon will find more shops when exploring in dungeons."
xcl_family_klefki_00,Klefki Key,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Klefki. When kept in the bag, it reduces damage done by Ground-type attacks."
xcl_family_klefki_01,Klefki Tie,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Klefki. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_klefki_02,Klefki Horn,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Klefki. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_klefki_03,Klefki Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Klefki. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_koffing_00,Weezing Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Weezing family. When kept in the bag, the Pokémon gains the Mist status after using a Status move."
xcl_family_koffing_01,Weezing Hat,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Weezing family. When kept in the bag, the Pokémon will take reduced damage from explosions and splash damage."
xcl_family_koffing_02,Koffing Gasp,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Koffing family. When kept in the bag, the Pokémon will more easily dodge attacks if its previous move missed."
xcl_family_koffing_03,Koffing Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Koffing family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_krabby_00,Super Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kingler family. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_krabby_01,Kingler Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kingler family. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_krabby_02,Krabby Foam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Krabby family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_krabby_03,Krabby Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Krabby family. When kept in the bag, the Pokémon cannot have its Defense lowered."
xcl_family_krabby_04,Krabby Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Krabby family. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_kricketot_00,Kricketune Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kricketune family. When kept in the bag, the Pokémon is protected from status conditions when the floor has the Clear status."
xcl_family_kricketot_01,Kricketune Robe,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kricketune family. When kept in the bag, the Pokémon will gradually restore the HP of its allies when its own HP is full."
xcl_family_kricketot_02,Kricketot Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kricketot family. When kept in the bag, items thrown by the Pokémon will pierce through enemies."
xcl_family_kricketot_03,Kricketot Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kricketot family. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Confused status."
xcl_family_kyogre_00,Seabed Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyogre. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Rain status."
xcl_family_kyogre_01,Kyogre Robe,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyogre. When kept in the bag, the Pokémon's moves will destroy traps."
xcl_family_kyogre_02,Seabed Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyogre. When kept in the bag, the Pokémon's PP cannot be lowered by the moves and abilities of opposing Pokémon."
xcl_family_kyogre_03,Seabed Coin,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyogre. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_family_kyogre_04,Seabed Crest,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for Kyogre. 
xcl_family_kyurem_00,Frostbite Band,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyurem. When kept in the bag, the Pokémon's Dragon-type moves have a chance to inflict the Frozen status."
xcl_family_kyurem_01,Blizzard Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyurem. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Hail status."
xcl_family_kyurem_02,Kyurem Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyurem. When kept in the bag, moves used on the Pokémon are more intensely affected by type match-ups."
xcl_family_kyurem_03,Kyurem Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyurem. When kept in the bag, the Pokémon's moves are more intensely affected by type match-ups."
xcl_family_kyurem_04,Kyurem Shard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Kyurem. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_lake_trio_00,Edify Robe,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Uxie. When kept in the bag, it partially reveals the floor's layout the Pokémon reaches a new floor."
xcl_family_lake_trio_01,Uxie Jewel,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Uxie. When kept in the bag, the Pokémon gets an extra 2PP to all of its moves."
xcl_family_lake_trio_02,Charity Robe,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Mesprit. When kept in the bag, it restores the PP of all moves when the Pokémon reaches a new floor."
xcl_family_lake_trio_03,Mesprit Jewel,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Mesprit. When kept in the bag, the Pokémon recovers faster from status problems."
xcl_family_lake_trio_04,Hope Robe,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Azelf. When kept in the bag, the Pokémon cannot damage allies with its moves."
xcl_family_lake_trio_05,Azelf Jewel,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Azelf. When kept in the bag, the Pokémon's regular attack will hit the front and sides."
xcl_family_lake_trio_06,Spirit Dust,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Uxie, Mesprit, and Azelf. When kept in the bag, the category of the Pokémon's regular attack is changed from physical to special."
xcl_family_lake_trio_07,Spirit Shard,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Uxie, Mesprit, and Azelf. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_lake_trio_08,Red Chain,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Uxie, Mesprit, and Azelf. When kept in the bag, the Pokémon's stat-changing moves are spread to allies."
xcl_family_lake_trio_09,Spirit Crest,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Uxie, Mesprit, and Azelf. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_lapras_00,Mystic Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Lapras. When kept in the bag, it reduces damage done by Rock-type attacks."
xcl_family_lapras_01,Lapras Tiara,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Lapras. When kept in the bag, the Pokemon's moves and items that hit in a straight line will pass through walls."
xcl_family_lapras_02,Lapras Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Lapras. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_lapras_03,Lapras Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Lapras. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_lapras_04,Wavy Charm,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for Lapras. 
